,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
1011,bipap_inspiratory_pressure_set,0.0,0.0,0.0,1,0.0,133,respiratory,relevant
1012,calcium_suppletion_dosage_cvvh,0.0,0.0,0.0,5,0.0,56363,renal replacement therapy,relevant
1013,substitution_anticoagulants_cvvhd,0.0,0.0,0.0,1,0.0,3881,renal replacement therapy,relevant
1014,insp_exp_ratio_inspiratory_part,0.0,0.0,0.0,3,0.0,352587,respiratory,relevant
1015,insp_exp_ratio_expiratory_part,0.0,0.0,0.0,4,0.0,124590,respiratory,relevant
1016,pre_filter_pressure_cvvh,0.0,0.0,0.0,4,0.0,35889,renal replacement therapy,relevant
1017,tobramycin_level,0.0,0.0,0.0,2,0.0,23,laboratory value,relevant
1018,ph_central_venous,0.0,0.0,0.0,3,0.0,261,laboratory value,relevant
1019,pco2_central_venous,0.0,0.0,0.0,3,0.0,260,laboratory value,relevant
1020,bicarbonate_actual_central_venous,0.0,0.0,0.0,4,0.0,266,laboratory value,relevant
1021,base_excess_central_venous,0.0,0.0,0.0,4,0.0,515,laboratory value,relevant
1022,po2_central_venous,0.0,0.0,0.0,4,0.0,423,laboratory value,relevant
1023,minute_volume_set,0.0,0.0,0.0,4,0.0,15167,respiratory,relevant
1024,pacemaker_unspecified,0.0,0.0,0.0,8,0.0,373,hemodynamics,relevant
1025,potassium_urine_24hours,1.0,0.14285714285714285,0.25,7,0.14285714285714285,13,laboratory value,relevant
1026,flucloxacillin_level,0.0,0.0,0.0,1,0.0,27,laboratory value,relevant
1027,level_of_consciousness_text,0.0,0.0,0.0,5,0.0,383,neurology,relevant
1028,med_ropivacaine,0.0,0.0,0.0,3,0.0,8,medication,relevant
1029,med_bimatoprost,0.0,0.0,0.0,3,0.0,27,medication,relevant
1030,med_methylcellulose,0.0,0.0,0.0,2,0.0,144,medication,relevant
1031,med_isoflurane,0.0,0.0,0.0,1,0.0,1047,medication,relevant
1032,med_tocilizumab,0.0,0.0,0.0,2,0.0,39,medication,relevant
1033,med_cisatracurium,0.0,0.0,0.0,4,0.0,1675,medication,relevant
1034,med_azithromycin,0.0,0.0,0.0,1,0.0,1,medication,relevant
1035,med_mycophenolic_acid,0.0,0.0,0.0,3,0.0,10,medication,relevant
1036,med_vitamin_k,0.0,0.0,0.0,3,0.0,4,medication,relevant
1037,med_pethidine,0.0,0.0,0.0,1,0.0,1,medication,relevant
1038,med_levonorgestrel_and_ethinylestradiol,0.0,0.0,0.0,6,0.0,37,medication,relevant
1039,med_latanoprost,0.0,0.0,0.0,4,0.0,81,medication,relevant
1040,med_diatrizoic_acid,0.0,0.0,0.0,1,0.0,3,medication,relevant
1041,med_ursodeoxycholic_acid,0.0,0.0,0.0,3,0.0,36,medication,relevant
1042,med_urapidil,0.0,0.0,0.0,2,0.0,163,medication,relevant
1043,fluid_in_parenteral_nutrition,0.0,0.0,0.0,6,0.0,325,fluid balance,relevant
1044,height_text,0.0,0.0,0.0,1,0.0,3,demographics,relevant
1045,med_insulin_glulisine,0.0,0.0,0.0,1,0.0,1,medication,relevant
1046,med_barnidipine,0.0,0.0,0.0,3,0.0,15,medication,relevant
1047,med_bromazepam,0.0,0.0,0.0,2,0.0,24,medication,relevant
1048,med_cimetidine,0.0,0.0,0.0,1,0.0,14,medication,relevant
1049,med_clobetasone,0.0,0.0,0.0,3,0.0,44,medication,relevant
1050,med_erythropoietin,0.0,0.0,0.0,1,0.0,1,medication,relevant
1051,med_sodium_glycerophosphate,0.0,0.0,0.0,4,0.0,427,medication,relevant
1052,med_hydralazine,0.0,0.0,0.0,3,0.0,220,medication,relevant
1053,med_irbesartan_and_diuretics,0.0,0.0,0.0,1,0.0,4,medication,relevant
1054,med_other_drugs_for_obstructive_airway_diseases_inhalants,0.0,0.0,0.0,1,0.0,5,medication,relevant
1055,med_sodium_selenite,0.0,0.0,0.0,1,0.0,59,medication,relevant
1056,med_iohexol,0.0,0.0,0.0,2,0.0,29,medication,relevant
1057,med_unknown,0.0,0.0,0.0,3,0.0,195,medication,relevant
1058,med_terazosin,0.0,0.0,0.0,3,0.0,20,medication,relevant
1059,med_terlipressin,0.0,0.0,0.0,2,0.0,49,medication,relevant
1060,med_olodaterol_and_tiotropium_bromide,0.0,0.0,0.0,2,0.0,4,medication,relevant
1061,med_tretinoin_combinations,0.0,0.0,0.0,1,0.0,6,medication,relevant
1062,sars_cov_2_igg,0.0,0.0,0.0,2,0.0,6,infectiology,relevant
1063,carboxyhemoglobin_blood,0.0,0.0,0.0,2,0.0,3444,laboratory value,relevant
1064,aspergillus_pcr,0.0,0.0,0.0,1,0.0,1,laboratory value,relevant
1065,heparin_bolus_cvvh_total,0.0,0.0,0.0,1,0.0,61281,renal replacement therapy,relevant
1066,calcium_volume_cvvhd,0.0,0.0,0.0,1,0.0,11273,renal replacement therapy,relevant
1067,neutrophils_blood,0.0,0.0,0.0,2,0.0,66,laboratory value,relevant
1068,ecg_ii,0.0,0.0,0.0,5,0.0,793309,hemodynamics,relevant
1069,ecg_iii,0.0,0.0,0.0,3,0.0,789856,hemodynamics,relevant
1070,ecg_avr,0.0,0.0,0.0,4,0.0,807240,hemodynamics,relevant
1071,ecg_avf,0.0,0.0,0.0,3,0.0,787293,hemodynamics,relevant
1072,apacheiv_score,0.0,0.0,0.0,1,0.0,80,clinical score,relevant
1073,cpot_score_intubated,0.0,0.0,0.0,2,0.0,3767,clinical score,relevant
1074,transmembrane_pressure_cvvhd,0.0,0.0,0.0,1,0.0,4969,renal replacement therapy,relevant
1075,ecg_i,0.0,0.0,0.0,5,0.0,791781,hemodynamics,relevant
1076,ecg_avl,0.0,0.0,0.0,3,0.0,788800,hemodynamics,relevant
1077,heart_rate_ecg,0.0,0.0,0.0,3,0.0,7774,hemodynamics,relevant
1078,erythroblasts_blood,0.0,0.0,0.0,2,0.0,36,laboratory value,relevant
1079,iron_saturation_blood,0.0,0.0,0.0,1,0.0,1,laboratory value,relevant
1080,mcv_blood,0.0,0.0,0.0,26,0.0,1857,laboratory value,relevant
1081,basophils_blood,0.0,0.0,0.0,2,0.0,390,laboratory value,relevant
1082,eosinophils_blood,0.0,0.0,0.0,5,0.0,336,laboratory value,relevant
1083,fibrinogen_blood,0.0,0.0,0.0,7,0.0,801,laboratory value,relevant
1084,leukocytes_blood,0.0,0.0,0.0,34,0.0,3104,laboratory value,relevant
1085,lymphocytes_blood,0.0,0.0,0.0,4,0.0,201,laboratory value,relevant
1086,monocytes_blood,0.0,0.0,0.0,3,0.0,337,laboratory value,relevant
1087,band_neutrophils_blood,0.0,0.0,0.0,16,0.0,155,laboratory value,relevant
1088,hematocrit_blood,0.0,0.0,0.0,34,0.0,4319,laboratory value,relevant
1089,sedimentation_rate_blood,0.0,0.0,0.0,3,0.0,17,laboratory value,relevant
1090,sodium_urine_24hours,0.0,0.0,0.0,5,0.0,17,laboratory value,relevant
1091,ureum_urine_24hours,0.0,0.0,0.0,4,0.0,12,laboratory value,relevant
1092,vent_mode_machine,0.0,0.0,0.0,3,0.0,7526,respiratory,relevant
1093,heparin_bolus_cvvh,0.0,0.0,0.0,3,0.0,30,renal replacement therapy,relevant
1094,med_danaparoid,0.0,0.0,0.0,2,0.0,32,medication,relevant
1095,med_protein_supplements,0.0,0.0,0.0,1,0.0,9,medication,relevant
1096,med_sodium_lauryl_sulfoacetate_incl_combinations,0.0,0.0,0.0,1,0.0,4,medication,relevant
1097,med_potassium_clorazepate,0.0,0.0,0.0,4,0.0,36,medication,relevant
1098,med_dosulepin,0.0,0.0,0.0,2,0.0,10,medication,relevant
1099,med_estradiol,0.0,0.0,0.0,4,0.0,7,medication,relevant
1100,med_combinations_of_electrolytes,0.0,0.0,0.0,3,0.0,217,medication,relevant
1101,med_electrolytes_in_combination_with_other_drugs,0.0,0.0,0.0,4,0.0,409,medication,relevant
1102,med_pamidronic_acid,0.0,0.0,0.0,3,0.0,4,medication,relevant
1103,med_perindopril_and_diuretics,0.0,0.0,0.0,3,0.0,15,medication,relevant
1104,sodium_blood,0.0,0.0,0.0,17,0.0,4369,laboratory value,relevant
1105,potassium_blood,0.0,0.0,0.0,22,0.0,6257,laboratory value,relevant
1106,glucose_measured_blood,0.0,0.0,0.0,7,0.0,4311,laboratory value,relevant
1107,lactate_blood,0.0,0.0,0.0,5,0.0,771,laboratory value,relevant
1108,galactomannan_blood_text,0.0,0.0,0.0,1,0.0,1,laboratory value,relevant
1109,osmolality_blood,0.0,0.0,0.0,3,0.0,22,laboratory value,relevant
1110,intrathoracic_blood_volume,0.0,0.0,0.0,4,0.0,828,hemodynamics,relevant
1111,position__prone__unknown__unknown__unknown__unknown,0.0,0.0,0.0,1,0.0,1017,position,relevant
1112,hemoglobin_bloodgas,0.0,0.0,0.0,3,0.0,1229,laboratory value,relevant
1113,tidal_volume_measured,0.0,0.0,0.0,5,0.0,48822,respiratory,relevant
1114,vent_mechanics_ptranspulm_insp,0.0,0.0,0.0,3,0.0,356217,respiratory,relevant
1115,vent_mechanics_ptranspulm_exp,0.0,0.0,0.0,2,0.0,355119,respiratory,relevant
1116,bilirubin_total_blood,0.0,0.0,0.0,11,0.0,1660,laboratory value,relevant
1117,ureum_blood,0.0,0.0,0.0,24,0.0,2914,laboratory value,relevant
1118,glucose_capillary,0.0,0.0,0.0,1,0.0,412,laboratory value,relevant
1119,ecg_v1,0.0,0.0,0.0,3,0.0,695504,hemodynamics,relevant
1120,ecg_v2,0.0,0.0,0.0,3,0.0,779299,hemodynamics,relevant
1121,ecg_v3,0.0,0.0,0.0,3,0.0,709577,hemodynamics,relevant
1122,ecg_v4,0.0,0.0,0.0,3,0.0,709283,hemodynamics,relevant
1123,ecg_v5,0.0,0.0,0.0,2,0.0,771558,hemodynamics,relevant
1124,ecg_v6,0.0,0.0,0.0,3,0.0,696875,hemodynamics,relevant
1125,creatine_kinase_mb_mass,0.0,0.0,0.0,2,0.0,452,laboratory value,relevant
1126,temperature_oesophageal,0.0,0.0,0.0,3,0.0,233324,infectiology,relevant
1127,fio2_optiflow,0.0,0.0,0.0,1,0.0,506,respiratory,relevant
1128,peak_pressure_measured,0.0,0.0,0.0,1,0.0,184305,respiratory,relevant
1129,chloride_blood,0.0,0.0,0.0,6,0.0,2550,laboratory value,relevant
1130,so2_central_venous,0.0,0.0,0.0,2,0.0,6,laboratory value,relevant
1131,vent_mechanics_airway_resistance,0.0,0.0,0.0,1,0.0,215,respiratory,relevant
1132,med_ascorbic_acid,0.0,0.0,0.0,1,0.0,10,medication,relevant
1133,med_levobupivacaine,0.0,0.0,0.0,5,0.0,63,medication,relevant
1134,med_suxamethonium,0.0,0.0,0.0,3,0.0,20,medication,relevant
1135,urine_culture_ordered,0.0,0.0,0.0,1,0.0,5,laboratory value,relevant
1136,inspiratory_pressure_unspecified,0.0,0.0,0.0,1,0.0,101,respiratory,relevant
1137,med_buprenorphine,0.0,0.0,0.0,6,0.0,9,medication,relevant
1138,med_duloxetine,0.0,0.0,0.0,4,0.0,26,medication,relevant
1139,med_febuxostat,0.0,0.0,0.0,1,0.0,1,medication,relevant
1140,med_ketorolac,0.0,0.0,0.0,1,0.0,18,medication,relevant
1141,med_nepafenac,0.0,0.0,0.0,1,0.0,19,medication,relevant
1142,med_all_other_therapeutic_products,0.0,0.0,0.0,3,0.0,56,medication,relevant
1143,med_nucleosides_and_nucleotides_excl_reverse_transcriptase_inhibitors,0.0,0.0,0.0,1,0.0,2,medication,relevant
1144,total_iron_binding_capacity,0.0,0.0,0.0,5,0.0,35,laboratory value,relevant
1145,segmented_neutrophils_absolute,0.0,0.0,0.0,25,0.0,1786,laboratory value,relevant
1146,chloride_bloodgas,0.0,0.0,0.0,1,0.0,209,laboratory value,relevant
1147,po2_mixed_venous,0.0,0.0,0.0,3,0.0,19,laboratory value,relevant
1148,volume_unspecified,0.0,0.0,0.0,1,0.0,47,fluid balance,relevant
1149,erythroblasts_absolute,0.0,0.0,0.0,30,0.0,3587,laboratory value,relevant
1150,respiratory_rate_niv,0.0,0.0,0.0,1,0.0,988,respiratory,relevant
1151,hematocrit_venous,0.0,0.0,0.0,1,0.0,192,laboratory value,relevant
1152,intracranial_pressure,0.0,0.0,0.0,5,0.0,1239,neurology,relevant
1153,hemoglobin_blood,0.0,0.0,0.0,37,0.0,2158,laboratory value,relevant
1154,med_dopamine,0.0,0.0,0.0,1,0.0,8,medication,relevant
1155,med_ephedrine,0.0,0.0,0.0,1,0.0,14,medication,relevant
1156,med_epinephrine_combinations,0.0,0.0,0.0,1,0.0,1,medication,relevant
1157,med_mivacurium_chloride,0.0,0.0,0.0,1,0.0,2,medication,relevant
1158,med_levodopa,0.0,0.0,0.0,1,0.0,32,medication,relevant
1159,med_rivastigmine,0.0,0.0,0.0,4,0.0,14,medication,relevant
1160,med_sodium,0.0,0.0,0.0,1,0.0,895,medication,relevant
1161,med_calcium,0.0,0.0,0.0,1,0.0,268,medication,relevant
1162,med_potassium,0.0,0.0,0.0,1,0.0,268,medication,relevant
1163,med_blood_substitutes_and_plasma_protein_fractions,0.0,0.0,0.0,1,0.0,73,medication,relevant
1164,med_bortezomib,0.0,0.0,0.0,1,0.0,3,medication,relevant
1165,med_celecoxib,0.0,0.0,0.0,6,0.0,21,medication,relevant
1166,med_dapsone,0.0,0.0,0.0,2,0.0,3,medication,relevant
1167,med_lidocaine_combinations,0.0,0.0,0.0,1,0.0,5,medication,relevant
1168,med_potassium_citrate,0.0,0.0,0.0,1,0.0,10,medication,relevant
1169,med_losartan_and_diuretics,0.0,0.0,0.0,4,0.0,8,medication,relevant
1170,med_miconazole_combinations,0.0,0.0,0.0,1,0.0,12,medication,relevant
1171,med_thalidomide,0.0,0.0,0.0,1,0.0,1,medication,relevant
1172,med_hydroxyzine,0.0,0.0,0.0,3,0.0,18,medication,relevant
1173,ureum_urine,0.0,0.0,0.0,4,0.0,35,laboratory value,relevant
1174,iron_saturation,0.0,0.0,0.0,2,0.0,6,laboratory value,relevant
1175,chloride_whole_blood,0.0,0.0,0.0,3,0.0,17683,laboratory value,relevant
1176,potassium_whole_blood,0.0,0.0,0.0,3,0.0,20444,laboratory value,relevant
1177,cerebral_perfusion_pressure,0.0,0.0,0.0,2,0.0,948,hemodynamics,relevant
1178,vent_mechanics_paw_insp_occl,0.0,0.0,0.0,1,0.0,558,respiratory,relevant
1179,vent_mechanics_volume_end_inspiration,0.0,0.0,0.0,1,0.0,544,respiratory,relevant
1180,vent_mechanics_compliance_respiratory,0.0,0.0,0.0,2,0.0,548,respiratory,relevant
1181,vent_mechanics_paw_peep_tot,0.0,0.0,0.0,1,0.0,88,respiratory,relevant
1182,vent_mechanics_paw_peak,0.0,0.0,0.0,1,0.0,1625,respiratory,relevant
1183,nice_number_grafts,0.0,0.0,0.0,1,0.0,1,nice data,relevant
1184,med_anastrozole,0.0,0.0,0.0,2,0.0,15,medication,relevant
1185,med_biperiden,0.0,0.0,0.0,3,0.0,5,medication,relevant
1186,med_secretin,0.0,0.0,0.0,1,0.0,1,medication,relevant
1187,med_cyclophosphamide,0.0,0.0,0.0,3,0.0,18,medication,relevant
1188,med_dexamethasone_and_antibiotics,0.0,0.0,0.0,1,0.0,8,medication,relevant
1189,med_evolocumab,0.0,0.0,0.0,1,0.0,1,medication,relevant
1190,med_fludeoxyglucose_(18f),0.0,0.0,0.0,1,0.0,1,medication,relevant
1191,med_icatibant,0.0,0.0,0.0,2,0.0,9,medication,relevant
1192,med_isoniazid,0.0,0.0,0.0,2,0.0,3,medication,relevant
1193,med_itraconazole,0.0,0.0,0.0,1,0.0,1,medication,relevant
1194,med_ketanserin,0.0,0.0,0.0,1,0.0,1,medication,relevant
1195,med_lanthanum_carbonate,0.0,0.0,0.0,4,0.0,32,medication,relevant
1196,med_midodrine,0.0,0.0,0.0,1,0.0,2,medication,relevant
1197,med_perphenazine,0.0,0.0,0.0,1,0.0,1,medication,relevant
1198,med_hemodialytics_and_hemofiltrates,0.0,0.0,0.0,1,0.0,8,medication,relevant
1199,med_urokinase,0.0,0.0,0.0,2,0.0,3,medication,relevant
1200,med_valaciclovir,0.0,0.0,0.0,1,0.0,1,medication,relevant
1201,med_valganciclovir,0.0,0.0,0.0,1,0.0,3,medication,relevant
1202,eosinophils_manual_diff,0.0,0.0,0.0,3,0.0,232,laboratory value,relevant
1203,leukocytes_manual_diff,0.0,0.0,0.0,2,0.0,259,laboratory value,relevant
1204,lymphocytes_manual_diff,0.0,0.0,0.0,3,0.0,232,laboratory value,relevant
1205,monocytes_manual_diff,0.0,0.0,0.0,3,0.0,232,laboratory value,relevant
1206,segmented_neutrophils_manual_diff,0.0,0.0,0.0,2,0.0,201,laboratory value,relevant
1207,ph_bloodgas,0.0,0.0,0.0,1,0.0,4314,laboratory value,relevant
1208,cortisol_free,0.0,0.0,0.0,1,0.0,1,laboratory value,relevant
1209,urine_output_24hours,0.03773584905660377,0.25,0.06557377049180328,8,0.25,163,fluid balance,relevant
1210,carboxyhemoglobin_bloodgas,0.125,1.0,0.2222222222222222,1,1.0,4155,laboratory value,relevant
1211,methemoglobin_bloodgas,0.0,0.0,0.0,1,0.0,4155,laboratory value,relevant
1212,sars_cov_2_bronchial_text,0.0,0.0,0.0,3,0.0,3,infectiology,relevant
1213,sars_cov_2_feces_text,0.0,0.0,0.0,1,0.0,1,infectiology,relevant
1214,sars_cov_2_tissue_text,0.0,0.0,0.0,1,0.0,1,infectiology,relevant
1215,pulse_rhythm_text,0.0,0.0,0.0,4,0.0,20055,hemodynamics,relevant
1216,citrate_dosage_cvvhd,0.0,0.0,0.0,1,0.0,2868,renal replacement therapy,relevant
1217,med_clarithromycin,0.0,0.0,0.0,3,0.0,15,medication,relevant
1218,med_dydrogesterone_and_estrogen,0.0,0.0,0.0,2,0.0,49,medication,relevant
1219,med_finasteride,0.0,0.0,0.0,4,0.0,16,medication,relevant
1220,med_immunoglobulins_normal_human_for_extravascular_adm,0.0,0.0,0.0,2,0.0,3,medication,relevant
1221,med_methylthioninium_chloride,0.0,0.0,0.0,1,0.0,1,medication,relevant
1222,med_emtricitabine_tenofovir_alafenamide_and_rilpivirine,0.0,0.0,0.0,1,0.0,2,medication,relevant
1223,med_sodium_picosulfate_combinations,0.0,0.0,0.0,1,0.0,1,medication,relevant
1224,med_insulin_degludec_and_insulin_aspart,0.0,0.0,0.0,2,0.0,50,medication,relevant
1225,med_valsartan_and_diuretics,0.0,0.0,0.0,6,0.0,38,medication,relevant
1226,med_food,0.0,0.0,0.0,1,0.0,5,medication,relevant
1227,galactomannan_blood_index,0.0,0.0,0.0,1,0.0,4,laboratory value,relevant
1228,calcium_ionised_blood,0.0,0.0,0.0,2,0.0,2121,laboratory value,relevant
1229,hba1c_blood,0.0,0.0,0.0,1,0.0,5,laboratory value,relevant
1230,fluid_out_tube_rectal,0.0,0.0,0.0,1,0.0,1,fluid balance,relevant
1231,refill_leg_left,0.0,0.0,0.0,1,0.0,12,hemodynamics,relevant
1232,med_rotigotine,0.0,0.0,0.0,1,0.0,5,medication,relevant
1233,med_sevoflurane,0.0,0.0,0.0,2,0.0,130,medication,relevant
1234,med_thiopental,0.0,0.0,0.0,1,0.0,2,medication,relevant
1235,heart_rate_monitor,0.0,0.0,0.0,3,0.0,42989,hemodynamics,relevant
1236,insp_exp_ratio_unspecified_text,0.0,0.0,0.0,1,0.0,5,respiratory,relevant
1237,sofa_renal_rrt,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1238,sofa_renal_urine,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1239,sofa_resp_fio2,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1240,sofa_resp_pao2,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1241,sofa_coag_thrombocyte,0.0,0.0,0.0,2,0.0,1705,sofa score,relevant
1242,sofa_cardio_dopa,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1243,sofa_cardio_dobu,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1244,sofa_cardio_adre,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1245,sofa_cardio_nora,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1246,sofa_resp_special_vent_modes,0.0,0.0,0.0,2,0.0,1706,sofa score,relevant
1247,sofa_liver_mars,0.0,0.0,0.0,2,0.0,1705,sofa score,relevant
1248,sofa_nervous_icp,0.0,0.0,0.0,2,0.0,1705,sofa score,relevant
1249,sofa_cardio_assist_device,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1250,sofa_coagulation,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1251,sofa_total,0.0,0.0,0.0,2,0.0,981,sofa score,relevant
1252,sofa_cardio_map,0.0,0.0,0.0,1,0.0,415,sofa score,relevant
1253,med_alirocumab,0.0,0.0,0.0,1,0.0,2,medication,relevant
1254,med_terbutaline,0.0,0.0,0.0,2,0.0,6,medication,relevant
1255,med_tetracosactide,0.0,0.0,0.0,2,0.0,2,medication,relevant
1256,ammonia_blood,0.0,0.0,0.0,2,0.0,5,laboratory value,relevant
1257,triglycerides_blood_nonfed,0.0,0.0,0.0,1,0.0,2,laboratory value,relevant
1258,sars_cov_2_igm,0.0,0.0,0.0,1,0.0,3,infectiology,relevant
1259,lda_canula_ecls,0.0,0.0,0.0,3,0.0,8,lda,relevant
1260,lda_sheath_venous,0.0,0.0,0.0,1,0.0,1,lda,relevant
1261,ecmo_flow,0.0,0.0,0.0,5,0.0,4362,hemodynamics,relevant
1262,mews_score,0.0,0.0,0.0,3,0.0,3192,clinical score,relevant
1263,prone_position_response,0.0,0.0,0.0,1,0.0,95,position,relevant
1264,dialysate_flow_dialysis,0.0,0.0,0.0,1,0.0,39,renal replacement therapy,relevant
1265,sofa_renal_creat,0.0,0.0,0.0,1,0.0,1290,sofa score,relevant
1266,med_aprepitant,0.0,0.0,0.0,2,0.0,5,medication,relevant
1267,med_atracurium,0.0,0.0,0.0,4,0.0,95,medication,relevant
1268,med_azelastine,0.0,0.0,0.0,1,0.0,1,medication,relevant
1269,med_tri1inolone_and_antiinfectives,0.0,0.0,0.0,1,0.0,2,medication,relevant
1270,med_bevacizumab,0.0,0.0,0.0,1,0.0,1,medication,relevant
1271,med_bicalutamide,0.0,0.0,0.0,2,0.0,4,medication,relevant
1272,med_bromfenac,0.0,0.0,0.0,1,0.0,1,medication,relevant
1273,med_calcium_(different_salts_in_combination),0.0,0.0,0.0,2,0.0,580,medication,relevant
1274,med_calcium_phosphate,0.0,0.0,0.0,1,0.0,3,medication,relevant
1275,med_cisplatin,0.0,0.0,0.0,1,0.0,3,medication,relevant
1276,med_cytarabine,0.0,0.0,0.0,2,0.0,29,medication,relevant
1277,med_daunorubicin,0.0,0.0,0.0,1,0.0,3,medication,relevant
1278,med_drospirenone_and_ethinylestradiol,0.0,0.0,0.0,1,0.0,2,medication,relevant
1279,med_etoposide,0.0,0.0,0.0,1,0.0,8,medication,relevant
1280,med_exenatide,0.0,0.0,0.0,1,0.0,2,medication,relevant
1281,med_fampridine,0.0,0.0,0.0,1,0.0,1,medication,relevant
1282,med_pheneticillin,0.0,0.0,0.0,1,0.0,1,medication,relevant
1283,med_fluorouracil,0.0,0.0,0.0,1,0.0,2,medication,relevant
1284,med_fosfomycin,0.0,0.0,0.0,1,0.0,2,medication,relevant
1285,med_galantamine,0.0,0.0,0.0,1,0.0,2,medication,relevant
1286,med_glibenclamide,0.0,0.0,0.0,1,0.0,3,medication,relevant
1287,med_ibrutinib,0.0,0.0,0.0,2,0.0,3,medication,relevant
1288,med_iron_in_other_combinations,0.0,0.0,0.0,1,0.0,1,medication,relevant
1289,med_imipenem_and_cilastatin,0.0,0.0,0.0,1,0.0,2,medication,relevant
1290,med_immunoglobulins_normal_human,0.0,0.0,0.0,1,0.0,3,medication,relevant
1291,med_indapamide,0.0,0.0,0.0,1,0.0,1,medication,relevant
1292,med_isosorbide_dinitrate,0.0,0.0,0.0,1,0.0,1,medication,relevant
1293,med_lenalidomide,0.0,0.0,0.0,1,0.0,4,medication,relevant
1294,med_leuprorelin,0.0,0.0,0.0,1,0.0,1,medication,relevant
1295,med_medroxyprogesterone,0.0,0.0,0.0,1,0.0,1,medication,relevant
1296,med_melphalan,0.0,0.0,0.0,1,0.0,1,medication,relevant
1297,med_mepolizumab,0.0,0.0,0.0,1,0.0,2,medication,relevant
1298,med_metformin_and_sulfonylureas,0.0,0.0,0.0,2,0.0,2,medication,relevant
1299,med_micafungin,0.0,0.0,0.0,1,0.0,4,medication,relevant
1300,med_misoprostol,0.0,0.0,0.0,1,0.0,1,medication,relevant
1301,med_modafinil,0.0,0.0,0.0,1,0.0,4,medication,relevant
1302,med_mucolytics,0.0,0.0,0.0,1,0.0,2,medication,relevant
1303,med_insulins_and_analogues_for_injection_intermediate-_or_long-acting_combined_with_fast-acting,0.0,0.0,0.0,1,0.0,3,medication,relevant
1304,med_obinutuzumab,0.0,0.0,0.0,1,0.0,3,medication,relevant
1305,med_olmesartan_medoxomil_amlodipine_and_hydrochlorothiazide,0.0,0.0,0.0,1,0.0,2,medication,relevant
1306,med_pentamidine_isethionate,0.0,0.0,0.0,1,0.0,2,medication,relevant
1307,med_pimozide,0.0,0.0,0.0,1,0.0,1,medication,relevant
1308,med_povidone-iodine,0.0,0.0,0.0,1,0.0,4,medication,relevant
1309,med_sirolimus,0.0,0.0,0.0,1,0.0,4,medication,relevant
1310,med_rituximab,0.0,0.0,0.0,1,0.0,1,medication,relevant
1311,med_rizatriptan,0.0,0.0,0.0,1,0.0,3,medication,relevant
1312,med_sildenafil,0.0,0.0,0.0,2,0.0,183,medication,relevant
1313,med_tetracaine,0.0,0.0,0.0,1,0.0,2,medication,relevant
1314,med_tolterodine,0.0,0.0,0.0,3,0.0,39,medication,relevant
1315,med_various,0.0,0.0,0.0,1,0.0,2,medication,relevant
1316,med_triptorelin,0.0,0.0,0.0,1,0.0,1,medication,relevant
1317,med_tropicamide_combinations,0.0,0.0,0.0,1,0.0,1,medication,relevant
1318,alat_blood,0.0,0.0,0.0,12,0.0,595,laboratory value,relevant
1319,alkaline_phosphatase_blood,0.0,0.0,0.0,13,0.0,545,laboratory value,relevant
1320,antithrombin_blood,0.0,0.0,0.0,6,0.0,752,laboratory value,relevant
1321,aptt_blood,0.0,0.0,0.0,10,0.0,791,laboratory value,relevant
1322,asat_blood,0.0,0.0,0.0,12,0.0,595,laboratory value,relevant
1323,calcium_blood,0.0,0.0,0.0,13,0.0,806,laboratory value,relevant
1324,chloride_urine,0.0,0.0,0.0,1,0.0,1,laboratory value,relevant
1325,cholesterol_blood,0.0,0.0,0.0,3,0.0,9,laboratory value,relevant
1326,d_dimer_blood,0.0,0.0,0.0,4,0.0,709,laboratory value,relevant
1327,anti_xa_blood,0.0,0.0,0.0,1,0.0,256,laboratory value,relevant
1328,bilirubin_direct_blood,0.0,0.0,0.0,2,0.0,2,laboratory value,relevant
1329,ferritin_blood,0.0,0.0,0.0,9,0.0,839,laboratory value,relevant
1330,folic_acid_blood,0.0,0.0,0.0,1,0.0,3,laboratory value,relevant
1331,phosphate_blood,0.0,0.0,0.0,8,0.0,717,laboratory value,relevant
1332,aciclovir_trough_level,0.0,0.0,0.0,1,0.0,1,laboratory value,relevant
1333,aciclovir_level,0.0,0.0,0.0,1,0.0,1,laboratory value,relevant
1334,gamma_gt_blood,0.0,0.0,0.0,10,0.0,99,laboratory value,relevant
1335,haptoglobin_blood,0.0,0.0,0.0,3,0.0,6,laboratory value,relevant
1336,crp_blood,0.0,0.0,0.0,15,0.0,1420,laboratory value,relevant
1337,albumin_blood,0.0,0.0,0.0,7,0.0,289,laboratory value,relevant
1338,magnesium_blood,0.0,0.0,0.0,6,0.0,720,laboratory value,relevant
